Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
MMM,3M Company,Industrials,168.94,2.63,21.72,7.78,19.34,134.00,171.93,102.46,8.57,3.42,8.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM
ABT,Abbott Laboratories,Health Care,37.39,2.78,23.02,1.62,14.10,36.00,51.74,54.93,4.40,2.70,2.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT
ABBV,AbbVie,Health Care,60.01,3.80,18.04,3.33,2.87,45.45,71.60,97.06,10.30,4.14,21.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV
ACN,Accenture plc,Information Technology,117.57,1.87,20.47,5.74,10.92,88.43,120.15,73.34,5.28,2.33,10.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACN
ATVI,Activision Blizzard,Information Technology,38.08,0.68,34.18,1.11,11.31,24.04,39.99,28.11,1.59,5.95,3.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI
AYI,Acuity Brands Inc,Industrials,244.58,0.21,41.39,5.91,34.33,168.33,264.00,10.64,0.49939999999999996,3.64,7.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AYI
ADBE,Adobe Systems Inc,Information Technology,95.58,0.00,60.88,1.57,14.14,71.27,100.56,47.81,1.38,9.59,6.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE
AAP,Advance Auto Parts,Consumer Discretionary,154.55,0.16,23.63,6.54,35.82,131.59,201.24,11.34,1.24,1.17,4.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
AES,AES Corp,Utilities,11.61,3.79,27.32,0.43,4.86,8.22,14.02,7.65,3.57,0.51,2.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
AET,Aetna Inc,Health Care,121.10,0.83,18.24,6.64,47.96,92.42,134.40,42.46,5.40,0.70,2.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
AMG,Affiliated Managers Group Inc,Financials,151.72,,16.99,8.93,53.30,115.97,229.12,8.16,0.916,3.42,2.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG
AFL,AFLAC Inc,Financials,68.79,2.38,11.33,6.07,48.22,51.41,70.09,28.48,4.49,1.35,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL
A,Agilent Technologies Inc,Health Care,45.36,1.01,32.26,1.41,12.79,33.12,46.18,14.77,0.844,3.61,3.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A
GAS,AGL Resources Inc.,Utilities,65.92,3.22,23.24,2.84,33.41,46.36,66.49,7.96,1.19,2.23,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GAS
APD,Air Products & Chemicals Inc,Materials,143.31,2.40,56.58,2.53,32.01,114.64,152.16,30.97,2.98,3.27,4.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD
AKAM,Akamai Technologies Inc,Information Technology,53.19,,30.05,1.77,17.69,39.43,76.98,9.34,0.6981,4.21,3.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKAM
ALK,Alaska Air Group Inc,Industrials,59.88,1.84,8.65,6.92,19.81,58.92,87.17,7.38,1.72,1.31,3.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALK
AA,Alcoa Inc,Materials,9.58,1.25,,-0.44,9.25,6.14,12.00,12.60,2.67,0.57,1.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AA
ALXN,Alexion Pharmaceuticals,Health Care,125.20,,189.41,0.66,35.96,124.16,208.88,28.05,0.97872,10.56,3.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALXN
ALLE,Allegion,Industrials,67.69,0.71,39.40,1.72,0.77,52.95,69.10,6.48,0.4506,3.09,88.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE
AGN,Allergan plc,Health Care,235.05,0.10,21.03,11.18,183.41,195.50,340.34,92.98,6.57,5.76,1.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGN
ADS,Alliance Data Systems,Information Technology,207.22,,23.35,8.87,29.51,176.63,307.78,12.21,1.52,1.87,7.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADS
ALL,Allstate Corp,Financials,66.42,1.99,16.21,4.10,49.58,54.12,69.48,24.87,3.26,0.70,1.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL
GOOGL,Alphabet Inc Class A,Information Technology,704.25,,28.66,24.58,179.92,539.54,810.35,483.51,25.51,6.38,4.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOGL
GOOG,Alphabet Inc Class C,Information Technology,691.72,,28.15,24.58,179.92,515.18,789.87,474.90,25.51,6.25,3.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOG
MO,Altria Group Inc,Consumer Staples,65.40,3.46,23.60,2.77,1.40,47.41,66.19,127.92,9.06,6.75,47.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO
AMZN,Amazon.com Inc,Consumer Discretionary,706.39,,291.17,2.43,31.26,425.57,731.50,333.29,9.09,2.98,22.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN
AEE,Ameren Corp,Utilities,51.27,3.32,19.90,2.58,28.31,37.26,51.40,12.44,2.18,2.15,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEE
AAL,American Airlines Group,Industrials,29.34,1.36,2.63,11.16,8.04,28.85,47.09,16.96,8.83,0.41,3.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL
AEP,American Electric Power,Utilities,67.21,3.33,17.25,3.90,36.90,52.29,67.34,33.02,4.95,2.06,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP
AXP,American Express Co,Financials,61.86,1.88,12.35,5.01,21.80,50.27,81.92,58.83,0.00,1.90,2.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP
AIG,"American International Group, Inc.",Financials,53.42,2.40,,-0.37,78.28,50.20,64.93,59.78,5.83,1.11,0.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIG
AMT,American Tower Corp A,Financials,106.94,1.86,69.26,1.54,16.33,83.07,109.80,45.41,3.07,9.18,6.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT
AWK,American Water Works Company Inc,Utilities,78.17,1.78,29.38,2.66,28.59,48.36,78.79,13.89,1.53,4.36,2.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AWK
AMP,Ameriprise Financial,Financials,96.70,3.10,11.39,8.49,42.52,76.00,129.99,16.03,3.28,1.34,2.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP
ABC,AmerisourceBergen Corp,Health Care,75.70,1.80,11.07,6.84,9.78,73.31,115.41,16.34,1.75,0.12,7.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC
AME,Ametek,Industrials,46.53,0.77,19.14,2.43,14.12,42.82,57.67,10.86,1.07,2.77,3.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME
AMGN,Amgen Inc,Health Care,149.62,2.67,15.83,9.45,38.18,130.09,181.81,112.40,10.99,5.16,3.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN
APH,Amphenol Corp A,Industrials,57.86,0.97,24.72,2.34,11.01,44.50,60.17,17.82,1.31,3.15,5.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH
APC,Anadarko Petroleum Corp,Energy,54.86,0.36,,-8.77,22.90,28.16,82.69,28.00,2.52,3.19,2.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APC
ADI,"Analog Devices, Inc.",Information Technology,55.99,3.00,27.18,2.06,15.86,47.24,68.60,17.21,1.23,5.16,3.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI
ANTM,Anthem Inc.,Health Care,132.34,1.96,14.89,8.89,89.59,115.63,173.59,34.80,5.60,0.43,1.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM
AON,Aon plc,Financials,106.86,1.24,21.83,4.89,19.94,83.83,110.04,28.31,2.54,2.44,5.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AON
APA,Apache Corporation,Energy,53.87,1.86,,-50.15,5.33,32.20,59.59,20.39,3.18,3.53,9.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APA
AIV,Apartment Investment & Mgmt,Financials,41.58,3.17,38.11,1.09,9.22,34.71,43.62,6.51,0.56178,6.78,4.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV
AAPL,Apple Inc.,Information Technology,95.33,2.39,10.61,8.98,23.81,89.47,132.97,522.16,78.50,2.35,4.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
AMAT,Applied Materials Inc,Information Technology,23.43,1.71,21.69,1.08,6.03,14.25,24.65,25.52,1.98,2.70,3.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT
ADM,Archer-Daniels-Midland Co,Consumer Staples,42.31,2.84,16.23,2.61,30.49,29.86,52.42,24.86,2.62,0.38,1.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM
AJG,Arthur J. Gallagher & Co.,Financials,46.59,3.26,21.49,2.17,20.31,35.96,49.34,8.25,0.8309,1.54,2.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJG
AIZ,Assurant Inc,Financials,85.51,2.34,18.62,4.59,72.87,64.36,89.22,5.30,0.62009,0.54,1.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIZ
T,AT&T Inc,Telecommunications Services,40.73,4.71,17.26,2.36,20.05,30.97,40.86,250.73,49.76,1.61,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T
ADSK,Autodesk Inc,Information Technology,56.68,0.00,,-2.32,6.39,41.60,65.78,12.73,0.0225,5.38,8.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK
ADP,Automatic Data Processing,Information Technology,87.61,2.42,26.22,3.34,9.87,64.29,91.00,39.91,2.41,3.50,8.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP
AN,AutoNation Inc,Consumer Discretionary,48.08,,12.58,3.82,20.28,40.45,66.63,4.96,0.9987,0.23,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AN
AZO,AutoZone Inc,Consumer Discretionary,745.83,,18.95,39.36,-63.16,662.70,810.00,21.80,2.32,2.09,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO
AVGO,Avago Technologies,Information Technology,156.00,1.28,,-0.69,49.90,100.00,166.00,61.70,3.51,7.06,3.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO
AVB,"AvalonBay Communities, Inc.",Financials,173.50,3.11,30.49,5.69,71.79,158.97,192.29,23.80,1.26,12.22,2.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB
AVY,Avery Dennison Corp,Materials,75.04,2.19,23.86,3.14,10.85,53.56,77.25,6.69,0.7115,1.14,7.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY
BHI,Baker Hughes Inc,Energy,46.81,1.45,,-5.37,34.98,37.58,63.22,20.50,1.39,1.46,1.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHI
BLL,Ball Corp,Materials,71.46,0.73,76.51,0.93,7.54,57.95,76.69,10.13,1.07,1.30,9.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL
BAC,Bank of America Corp,Financials,13.40,1.49,10.53,1.27,23.12,10.99,18.48,140.92,0.00,1.80,0.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC
BCR,Bard (C.R.) Inc.,Health Care,225.04,0.46,152.16,1.48,19.91,169.09,228.31,16.50,1.04,4.78,11.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BCR
BAX,Baxter International Inc.,Health Care,44.44,1.17,6.24,7.13,16.36,32.18,46.95,24.54,1.58,2.48,2.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
BBT,BB&T Corporation,Financials,35.75,3.13,13.95,2.56,32.14,29.95,41.90,27.97,0.00,2.98,1.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT
BDX,Becton Dickinson,Health Care,165.79,1.59,44.32,3.74,36.13,128.87,171.64,35.18,3.18,2.90,4.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX
BBBY,Bed Bath & Beyond,Consumer Discretionary,43.85,1.14,8.60,5.10,16.68,41.26,71.38,6.73,1.69,0.54,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBBY
BRK-B,Berkshire Hathaway,Financials,140.73,,14.16,9.94,157329.00,123.55,148.03,0.23122,45.20,0.00,0.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK-B
BBY,Best Buy Co. Inc.,Consumer Discretionary,30.30,3.70,10.42,2.91,13.66,25.31,39.10,9.78,2.41,0.24,2.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY
BIIB,BIOGEN IDEC Inc.,Health Care,238.21,,14.64,16.27,47.14,236.54,420.99,52.18,5.88,4.85,5.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB
BLK,BlackRock,Financials,341.88,2.68,18.11,18.88,171.90,275.00,369.33,56.47,4.88,4.96,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK
HRB,Block H&R,Financials,23.22,3.79,15.55,1.49,0.10,19.18,37.53,5.12,0.80679,1.70,223.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRB
BA,Boeing Company,Industrials,129.82,3.36,17.54,7.40,6.32,102.10,150.59,82.70,8.78,0.85,20.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
BWA,BorgWarner,Consumer Discretionary,33.48,1.55,12.61,2.66,16.97,27.68,61.08,7.29,1.40,0.86,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA
BXP,Boston Properties,Financials,126.69,2.05,33.43,3.79,36.13,94.91,133.59,19.46,1.55,7.63,3.50,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP
BSX,Boston Scientific,Health Care,22.49,,,-0.03,4.77,14.18,23.35,30.52,1.94,4.08,4.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX
BMY,Bristol-Myers Squibb,Health Care,70.67,2.15,75.91,0.93,8.62,51.82,75.12,117.97,4.98,7.08,8.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY
BF-B,Brown-Forman Corporation,Consumer Staples,96.67,1.60,18.52,5.22,7.90,90.02,111.06,19.04,1.11,6.22,12.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BF-B
CHRW,C. H. Robinson Worldwide,Industrials,71.98,2.39,19.93,3.61,8.33,59.71,76.10,10.28,0.93275,0.78,8.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW
CA,"CA, Inc.",Information Technology,32.71,3.07,18.04,1.81,13.03,25.16,33.12,13.63,1.26,3.41,2.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CA
CVC,Cablevision Systems Corp.,Consumer Discretionary,34.88,1.72,42.85,0.81,-17.49,21.37,34.91,9.64,1.76,1.47,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVC
COG,Cabot Oil & Gas,Energy,24.66,0.32,,-0.50,6.33,14.88,33.61,11.47,0.47814999999999996,10.02,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COG
CPB,Campbell Soup,Consumer Staples,62.44,2.00,28.30,2.21,5.42,45.23,66.75,19.27,1.59,2.43,11.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB
COF,Capital One Financial,Financials,64.19,2.49,9.31,6.90,91.13,58.49,92.10,33.60,0.00,1.78,0.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF
CAH,Cardinal Health Inc.,Health Care,75.51,2.38,18.07,4.18,20.59,74.73,91.23,24.60,3.06,0.21,3.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH
KMX,Carmax Inc,Consumer Discretionary,50.12,,16.54,3.03,14.92,41.25,70.88,9.71,1.20,0.63,3.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX
CCL,Carnival Corp.,Consumer Discretionary,47.81,2.93,20.05,2.38,29.97,40.52,55.77,36.10,3.75,2.26,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL
CAT,Caterpillar Inc.,Industrials,75.93,4.06,39.94,1.90,26.85,56.36,88.81,44.33,6.17,1.00,2.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT
CBG,CBRE Group,Financials,28.11,,17.69,1.59,8.44,22.74,38.76,9.39,1.10,0.81,3.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBG
CBS,CBS Corp.,Consumer Discretionary,53.73,1.12,17.23,3.12,12.08,38.51,58.61,24.34,3.22,1.73,4.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS
CELG,Celgene Corp.,Health Care,98.74,,48.03,2.06,6.55,92.98,140.72,76.48,3.24,8.01,15.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG
CNC,Centene Corporation,Health Care,67.01,,30.21,2.22,31.08,47.36,83.00,11.42,0.957,0.50,2.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC
CNP,CenterPoint Energy,Utilities,23.10,4.46,,-1.55,8.14,16.05,23.42,9.95,1.94,1.43,2.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP
CTL,CenturyLink Inc,Telecommunications Services,27.46,7.87,16.34,1.68,25.70,21.94,33.01,14.99,6.80,0.83,1.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL
CERN,Cerner,Health Care,53.85,,32.64,1.65,11.59,49.59,75.00,18.21,1.25,4.09,4.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN
CF,CF Industries Holdings Inc,Materials,28.35,4.23,13.46,2.11,17.34,26.10,70.32,6.61,1.57,1.48,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF
SCHW,Charles Schwab Corporation,Financials,28.38,0.99,25.80,1.10,9.33,21.51,35.72,37.51,0.00,5.76,3.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW
CHK,Chesapeake Energy,Energy,4.51,0.00,,-33.88,-2.56,1.50,12.06,3.04,1.63,0.25,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK
CVX,Chevron Corp.,Energy,101.57,4.21,146.99,0.69,79.75,69.58,104.26,191.43,16.31,1.68,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX
CMG,Chipotle Mexican Grill,Consumer Discretionary,397.27,,37.78,10.51,52.48,384.77,758.61,11.60,0.66491,2.71,7.50,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG
CB,Chubb Limited,Financials,123.93,0.00,17.14,7.23,98.86,96.00,128.14,57.56,3.71,2.71,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
CHD,Church & Dwight,Consumer Staples,98.57,1.44,31.50,3.13,14.98,76.85,107.36,12.65,0.7934,3.72,6.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD
CI,CIGNA Corp.,Health Care,129.50,0.03,16.19,8.00,49.44,123.54,170.68,33.22,3.99,0.86,2.60,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI
XEC,Cimarex Energy,Energy,115.02,0.28,,-23.01,27.57,72.77,124.91,10.91,0.65789,7.93,4.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEC
CINF,Cincinnati Financial,Financials,69.20,2.77,16.52,4.19,40.97,49.72,70.81,11.38,1.08,2.20,1.70,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF
CTAS,Cintas Corporation,Industrials,94.02,1.12,15.92,5.91,18.21,78.00,95.57,10.06,0.9182400000000001,2.12,5.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS
CSCO,Cisco Systems,Information Technology,28.95,3.59,14.33,2.02,12.39,22.46,29.49,145.61,14.43,2.94,2.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO
C,Citigroup Inc.,Financials,42.48,0.47,8.49,5.00,71.47,34.52,60.95,124.68,0.00,1.85,0.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C
CFG,Citizens Financial Group,Financials,21.10,2.27,13.35,1.58,37.28,18.04,28.54,11.16,0.00,2.44,0.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG
CTXS,Citrix Systems,Information Technology,83.81,,35.57,2.36,13.38,60.91,90.00,13.00,0.93131,3.92,6.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS
CME,CME Group Inc.,Financials,94.09,2.55,24.76,3.80,61.80,81.87,100.87,31.86,2.33,9.43,1.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME
CMS,CMS Energy,Utilities,43.82,2.83,25.01,1.75,14.72,31.22,43.94,12.23,1.71,1.99,2.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS
COH,Coach Inc.,Consumer Discretionary,38.84,3.48,27.70,1.40,9.45,27.22,42.13,10.80,0.9447000000000001,2.45,4.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COH
CTSH,Cognizant Technology Solutions,Information Technology,59.55,,21.65,2.75,15.86,51.22,69.80,36.08,2.54,2.85,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH
CL,Colgate-Palmolive,Consumer Staples,71.44,2.18,47.12,1.52,-0.41,50.84,72.72,63.80,4.34,4.09,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL
CPGX,Columbia Pipeline Group Inc,Energy,25.45,2.18,35.69,0.71,10.05,15.39,31.92,10.19,0.601,7.50,2.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPGX
CMCSA,Comcast A Corp,Consumer Discretionary,62.37,1.76,18.91,3.30,21.69,50.00,64.99,151.38,25.29,2.03,2.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
CMA,Comerica Inc.,Financials,42.21,2.08,17.18,2.46,43.65,30.48,53.45,7.39,0.00,2.95,0.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA
CAG,ConAgra Foods Inc.,Consumer Staples,46.87,2.13,,-1.38,8.37,37.97,47.21,20.45,2.30,1.30,5.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
CXO,Concho Resources,Energy,120.81,,,-7.79,47.25,69.94,129.07,15.75,1.56,9.18,2.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO
COP,ConocoPhillips,Energy,44.15,4.48,,-4.98,31.56,31.05,63.55,54.67,5.11,1.95,1.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP
ED,Consolidated Edison,Utilities,77.84,3.44,20.27,3.84,44.87,57.17,78.40,22.88,3.49,1.89,1.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED
STZ,Constellation Brands,Consumer Staples,154.05,1.04,,5.18,0.00,114.49,165.81,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ
GLW,Corning Inc.,Industrials,20.29,2.66,51.24,0.40,14.53,15.42,21.30,21.82,2.33,2.43,1.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
COST,Costco Co.,Consumer Staples,155.89,1.15,29.46,5.29,26.25,117.03,169.73,68.29,4.83,0.58,5.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
CCI,Crown Castle International Corp.,Financials,94.41,3.75,22.55,4.19,21.41,75.71,94.75,31.55,2.03,8.55,4.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI
CSRA,CSRA Inc.,Information Technology,22.67,1.76,42.77,0.53,0.40,20.98,33.44,3.70,0.48777,0.89,58.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA
CSX,CSX Corp.,Industrials,26.75,2.69,13.91,1.92,12.13,21.33,35.43,25.57,4.67,2.22,2.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX
CMI,Cummins Inc.,Industrials,114.18,3.42,15.09,7.57,40.80,79.88,136.98,19.36,2.49,1.03,2.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI
CVS,CVS Health,Consumer Staples,94.84,1.79,20.61,4.60,33.33,81.37,113.65,101.86,12.09,0.64,2.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS
DHI,D. R. Horton,Consumer Discretionary,30.90,1.04,14.19,2.18,16.85,22.97,33.10,11.46,1.31,1.00,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI
DHR,Danaher Corp.,Industrials,97.76,0.65,19.37,5.05,35.59,81.25,100.50,67.33,4.91,3.21,2.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR
DRI,Darden Restaurants,Consumer Discretionary,67.47,2.96,25.65,2.63,15.14,53.38,75.60,8.55,0.9077999999999999,1.22,4.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI
DVA,DaVita Inc.,Health Care,75.11,,33.70,2.23,22.79,61.36,83.33,15.51,2.52,1.11,3.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA
DE,Deere & Co.,Industrials,86.00,2.79,17.26,4.98,22.80,70.16,98.23,27.03,3.78,0.97,3.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
DLPH,Delphi Automotive,Consumer Discretionary,66.46,1.75,11.30,5.88,8.28,55.59,90.57,18.14,2.54,1.17,8.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLPH
DAL,Delta Air Lines,Industrials,38.01,1.42,6.37,5.97,14.54,34.61,52.77,29.42,9.13,0.73,2.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL
